Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability,Electricity Prices,Energy Subsidies
Canada,2010,Hydro,88375.08175,30413.68246,5216569249,263742012,1.13323E+14,457075.3471,17059.86109,26242.01378,616291.5272,675909,1,8677511880,0,9.541006775,2507.91404,119.0897966,13.77954451,75.5995922,0.236385612,0.435243525,130374000.6
China,2020,Biomass,42434.60545,6656.577116,9568200344,57893547,4.27009E+13,306239.6518,90466.89425,1057.913176,863610.4813,921854,0,4087512603,0,24.03507006,194.1129468,224.7075344,4.275132892,89.83021945,67.41736391,0.236157542,441674023.7
Brazil,2022,Biomass,82455.28145,30598.89878,1393764777,330880222,1.13921E+14,596319.0783,77102.39664,50668.75902,684604.9057,888641,0,6596681760,1,0.777624013,121.672918,275.7093177,0.743135914,14.84253115,1.981119006,0.486085761,526090622
USA,2007,Hydro,35376.55943,19000.26427,4910075265,913713160,7.11638E+13,794721.4432,10214.93047,27004.20512,497013.212,702258,1,4567670309,0,-4.196801391,2587.796843,258.695372,10.00645793,9.090689736,72.76277374,0.247061366,389668937.1
Russia,2022,Geothermal,38901.99003,3240.622913,3781992718,981811193,1.49943E+14,30700.34872,67768.50314,92977.47287,806906.2786,580186,1,6426718688,0,32.52473319,1480.248771,230.3532535,11.04452857,11.23970559,34.0613459,0.195859211,818628483.2
Canada,2018,Solar,24806.61551,45659.36597,4392124430,1146813247,1.4262E+14,887157.4854,75718.08606,85913.74163,335506.627,180932,1,5418403759,1,-7.86288433,2760.57388,202.6313279,2.268744745,60.70329075,60.95209986,0.251337631,885555053.7
Australia,2003,Biomass,77408.69725,33998.34602,508485057.6,461294907,3.41475E+12,274168.1388,54609.5578,49703.50312,934187.9336,543604,1,764445132.6,0,38.98090844,595.4258573,289.6998507,0.862359302,91.86876568,28.166064,0.302284805,930952960.2
Germany,2014,Wind,22671.92935,48953.78033,2844300691,528983058,1.84964E+14,458940.0181,82270.57068,22129.58155,704846.5772,848024,1,3908495426,0,13.29180055,402.4963916,277.1109646,6.516544674,0.728272029,24.20604431,0.354063593,948698562.1
Russia,2015,Geothermal,68967.2279,8268.128188,2856645112,1335815496,3.80074E+13,646336.984,45006.33004,97937.82487,667813.6576,544881,0,2461824777,1,32.3097066,2313.415483,141.7792172,12.54257169,9.012696955,41.47507234,0.231158733,154647573.9
Canada,2015,Biomass,18442.00202,25259.15454,5482680721,936295119,9.55442E+13,775847.4596,97433.1978,73323.55359,91921.53196,446592,1,1997006499,0,-3.965911192,1863.849182,292.8011348,1.529150414,89.80649916,82.65669863,0.057784876,92440101.63
Australia,2006,Geothermal,37892.93186,36216.12025,6441563353,1005381161,8.28251E+13,731410.0104,4751.899978,28175.27956,86460.22023,802834,0,4493669585,0,0.926004509,2001.979263,200.8088967,11.19467138,68.38662591,17.64905318,0.064670826,593216185.7
Japan,2015,Hydro,30858.22197,43877.32519,4950015880,1478661845,5.63219E+13,173318.9013,63274.4599,29665.37739,499615.3518,307378,1,5821893990,0,8.149675541,2155.792936,178.7534666,0.420393307,43.45255096,52.52286032,0.196838776,674308036.9
Canada,2019,Solar,90756.89138,37813.5377,3624097785,574307198,8.65232E+13,569856.105,39347.14887,72293.11171,677350.648,494200,1,8573392878,0,-1.625174685,2871.928635,176.2730881,9.196723057,88.738635,53.62164753,0.062316117,973503339.1
Russia,2022,Biomass,1209.485854,35349.39098,5857536760,1321532708,1.91472E+14,502556.9766,53622.40096,98515.42215,788102.4664,636920,0,4617143036,0,9.571309473,573.1641503,284.288532,2.606223914,43.81881217,21.82584157,0.222134014,302549881.9
France,2021,Solar,45519.91147,21199.41033,4051048589,1250855837,9.26786E+13,675601.6832,48544.46947,74482.38657,700293.7666,730227,0,4845486779,1,22.89797149,113.8106651,138.4000445,11.17297411,26.86824076,23.31458005,0.122059115,581927390
Australia,2013,Hydro,53614.15828,22871.9696,2524816959,1078206822,7.82658E+13,321641.6915,75072.38114,91212.91983,756546.845,167567,0,6081933418,0,-8.659440973,2137.189135,128.7179436,14.0632617,31.76822239,89.14406171,0.422399698,102900037.3
Germany,2009,Biomass,47760.84269,35093.18396,5702584232,1162269543,3.93958E+13,656316.2339,81283.62701,64306.73358,488405.3319,282217,0,8179435565,1,17.78487772,1637.368747,188.9134299,2.788456082,45.03714239,67.63657356,0.229214182,865239555.3
China,2011,Wind,18819.53455,5947.579808,1482117392,519831769,8.1363E+12,454004.1867,15851.42214,14245.16521,446394.2409,167190,0,4417443898,1,24.86036619,564.6510145,153.1708153,2.33201096,10.69512315,85.89779032,0.262414106,907069825.9
Australia,2005,Wind,29670.89675,15484.85938,1307394044,1156976030,7.11281E+13,531789.006,11394.91362,60794.55485,845242.4143,907533,0,1287827495,1,23.44587424,2039.127415,102.2473117,5.001373122,21.45266046,19.07792079,0.24083034,402828011.4
India,2002,Wind,85332.45307,2499.631431,2363520154,464598102,1.50787E+14,274045.5112,72075.2832,80199.55012,789524.288,322164,0,6237673492,1,28.20022019,906.0612667,183.0403739,13.96317228,81.2500153,62.4906591,0.158119485,196333932.8
China,2006,Solar,94557.3294,4057.598519,4345858706,258584915,1.39631E+14,171786.7321,35156.54782,27450.12456,151913.8321,821488,0,6276965615,1,13.37536023,1973.147473,139.8523291,14.58393118,18.18786936,21.43315964,0.097004004,763667786.2
India,2009,Solar,1399.099143,27669.30009,1341018450,1388788146,1.42211E+14,251879.5538,12903.06527,65517.67554,184465.1948,600283,1,964620277.4,1,10.32938672,1260.988314,143.061943,8.565236438,62.89532802,70.08831408,0.130154655,517028726.8
Canada,2008,Wind,83672.48725,28717.40545,2790398081,1162849830,4.68231E+13,595467.8945,26442.7444,74413.74318,564186.6671,905847,0,4820465797,0,-1.355361283,642.3086821,242.5708333,12.59231036,89.9924477,93.50413191,0.453142606,288789826.2
India,2013,Biomass,96723.30856,13109.74216,3484326563,691879154,4.30049E+13,167103.7673,19453.28631,24702.75145,178003.6925,694356,0,9777223014,1,36.87392879,2936.223533,273.9918936,9.457687031,42.07464511,26.52197235,0.361540679,869337680.7
India,2017,Solar,29767.24075,13802.51207,953653081.1,1158247899,1.47388E+13,970433.0291,56209.75621,26242.95444,455660.8163,595231,0,7603891121,1,4.685220286,148.9891702,227.3819215,5.370727616,95.1419013,87.3140009,0.488012885,627687088.2
Germany,2002,Solar,2100.999701,33352.62208,6889130021,307985613,1.1082E+14,664750.3585,84774.06405,97859.46925,55720.06794,932784,1,3660523745,0,2.598338314,1447.23355,260.3649619,11.83541099,99.42674759,27.74757575,0.106674147,775538911.9
Japan,2002,Solar,10973.92609,22685.40701,8274464756,560552363,1.55952E+14,368930.0371,22461.41495,31809.18542,998357.4965,951804,0,3038783400,1,27.05339149,1995.502101,272.2957784,5.651558155,14.85238815,28.6789371,0.260971131,43710488.22
Australia,2015,Geothermal,25269.19839,35368.28053,1399588080,302579766,1.74395E+14,740330.917,33979.95303,59449.9947,695636.6961,368843,1,459245573.9,0,32.54528366,2648.04057,225.4604594,6.015262315,32.44572324,64.48759079,0.162451294,403602006.2
India,2022,Solar,88050.36789,40340.75219,8151870725,301941643,4.45919E+13,908581.9675,19698.51681,14319.17487,326201.2512,388742,0,5135725172,0,-8.95157831,2913.271953,192.2265798,1.115900897,96.8501966,19.08994698,0.427075523,458551764.6
Japan,2011,Geothermal,18756.53207,34941.28825,3958376138,57782829,3.60152E+13,285697.1783,23030.56334,17714.40343,10596.24529,925251,0,8950794456,0,6.420922849,1076.431863,268.1957152,13.01628662,83.15188956,96.26825534,0.119763717,438408158.8
USA,2008,Geothermal,78393.48957,7945.323452,1209884968,1087298823,1.96934E+14,138643.5866,58368.99538,73644.00034,751418.04,143026,0,7509527765,0,4.237188934,824.9427181,187.8013658,3.241073411,7.303101625,15.5258965,0.112597632,41346097.98
Russia,2004,Biomass,7069.372963,26846.79917,681682333.4,1145956527,3.33786E+13,738672.8858,34409.8827,64868.16144,957502.4673,817494,0,4309276582,1,6.481988032,1978.310567,233.8775871,0.133976097,28.09027301,10.19902034,0.098082015,618365043.3
Germany,2002,Wind,4772.591119,16608.07985,1738982449,57428301,7.65243E+13,336971.8067,20343.20818,26187.93744,825068.5768,847212,1,5631485870,0,9.144679361,1525.930087,135.8408899,4.067487776,39.1747372,21.21726384,0.247323883,133516247.9
Brazil,2011,Hydro,65857.93897,12528.94139,2592399772,1458734419,1.07688E+14,582913.9298,96420.25734,92938.88661,191569.4391,628504,1,4778291928,0,6.969946222,2704.04515,176.435985,5.824155032,91.62903728,55.91806921,0.38046682,421160797.1
Germany,2016,Hydro,46743.09813,44265.90317,5258700456,564524709,1.96165E+14,755373.4018,44042.59257,25974.47724,292544.9907,461950,1,4557758890,0,15.75836915,2569.506262,159.9972649,2.403307736,31.97718929,43.9948782,0.069691916,408384015.5
Brazil,2009,Biomass,85032.37906,18363.01947,8518900459,928570600,1.49673E+14,4821.504128,14602.69762,56851.63506,807995.8887,477117,1,6396371118,1,33.36539453,1167.287374,260.0364658,1.492213346,26.92675217,55.86281897,0.233833023,657529657.8
France,2020,Wind,6334.259527,48185.74777,2536793575,357579506,1.33236E+14,420985.1858,28110.97736,52713.56413,148056.0019,665272,0,8509403594,0,16.47668153,809.7130734,288.5228554,8.59105781,85.16988952,16.27377038,0.33035731,762571273.6
France,2023,Biomass,45119.20819,13800.76227,9243946333,318356967,1.00581E+14,607122.9652,76045.95343,42242.6549,97459.74399,232304,1,131986234.2,1,-5.59148703,2373.794756,180.7866915,6.091462535,14.91688862,2.018022153,0.25057991,857651291.3
Brazil,2006,Solar,78745.1393,18900.19737,1111976749,105980391,1.85654E+13,623308.3967,50620.86425,21826.84073,740088.4427,950409,1,1555377374,1,20.270986,1723.857125,266.9247248,10.17728085,25.60043121,53.43744953,0.101584232,188987780.6
Australia,2020,Wind,35205.86967,29966.39256,1568387415,176909122,8.15457E+13,932155.4465,73094.3122,62123.0704,568814.4073,328788,1,2175093184,0,12.35812778,433.6501608,167.3717201,4.843017483,77.25566983,14.55259866,0.334530287,892014206
China,2017,Hydro,31567.63234,15398.50422,4251317149,1105245527,5.41122E+13,327071.6243,49368.27169,75048.92058,420056.8724,282611,1,8585885276,0,3.168244855,2680.05081,166.849463,12.91220139,73.08082758,53.71992513,0.242927496,809705237.6
China,2018,Hydro,7990.222427,17367.38361,3627612826,1484523467,7.23912E+13,898542.1401,39228.34494,74698.79384,383372.6078,42471,0,2665481577,1,16.00135489,2427.839236,268.0021921,3.130667448,7.925106644,11.61554589,0.46548158,382663669.3
Canada,2014,Hydro,2931.844048,2463.819681,7603915839,873087314,9.05954E+13,314071.9505,47493.87799,5553.559229,96908.36888,32742,1,2838330028,0,21.31764663,1866.764702,270.024911,13.86255742,75.66908245,57.7246886,0.295670669,111767713.5
Russia,2006,Hydro,45709.73715,19229.55189,4952083800,570482781,3.08718E+13,98501.59224,2285.881452,55590.77814,315137.869,614165,1,3485968876,1,6.516672568,500.6087334,118.9204823,8.835212221,51.35391867,95.14251882,0.390457661,338877311.9
Japan,2014,Solar,71365.15352,13164.78906,8992018603,121019379,7.66496E+13,69943.0156,69292.4036,72111.44405,280257.8114,885430,1,2662472960,0,8.781358108,2083.391674,289.1603623,11.59744459,47.87737049,82.89344249,0.118966911,205061173.7
France,2007,Hydro,48874.58189,46144.39075,4455609118,565481772,1.91593E+14,245828.793,30632.96953,97604.62223,52246.91128,241708,0,8055073658,1,3.391566573,2381.436973,118.378043,13.83729735,67.84110199,79.02816972,0.233163776,79068428.16
India,2004,Wind,46923.22413,4307.183776,6709859028,647168485,1.21861E+14,608939.7014,81494.8021,44754.23095,923951.7315,312558,1,3499988805,1,2.321801353,208.9706666,277.7097507,13.77412558,79.67281281,39.18842611,0.104343877,751440561.2
France,2022,Hydro,24635.60048,13223.01571,2343567241,23062046,1.26071E+14,706951.5479,70519.42089,64037.93561,179169.5132,555500,1,7873959834,1,15.99539046,495.9039492,122.1292526,11.03933495,37.77661382,88.11268327,0.180116583,488887647.7
Australia,2012,Biomass,81789.65251,10098.54842,7747449970,82941111,5.04916E+13,937513.4875,21793.76476,36116.56564,948343.706,21173,0,3792927756,0,23.7356213,2459.882681,146.8242196,2.151566127,39.79606289,22.33630728,0.487516897,276319166.3
Germany,2016,Solar,76580.49147,8525.391849,1259830493,1279007451,1.61777E+14,828953.987,60980.72269,71295.05272,771712.6621,404268,1,6695306014,1,17.10048815,1918.563638,261.014929,11.13362266,16.02679939,4.753453102,0.168644033,613497339.2
Canada,2023,Geothermal,30744.77522,18544.1986,3532360651,894849518,1.58983E+14,250195.2996,40397.8351,83037.51348,102714.9868,377400,0,9624852174,1,35.61713821,2898.715739,227.7883406,5.47121942,75.94352623,21.83513158,0.173561324,529513155
Canada,2022,Geothermal,1469.066652,47934.54246,4020863345,316837510,1.35329E+14,119634.6244,45016.22129,32641.51954,671886.4051,474095,0,7374984192,0,24.84300026,1915.001265,235.5130518,4.539899196,54.10821904,71.00102049,0.462621242,591916419.1
France,2016,Solar,39868.34941,25985.10463,9031781815,180436803,1.56546E+14,588786.4013,36811.66811,36347.90709,376607.3304,215708,1,1350214982,0,29.39436295,1371.4403,268.652778,2.51511774,72.81560188,78.89908873,0.089107577,397800353.2
Japan,2001,Wind,11011.16287,35159.58604,326761116.5,1388202497,1.27169E+14,902544.0131,99567.44066,22843.4005,292079.1687,179530,0,8538589589,0,10.87669248,1271.837898,101.61786,2.601028406,16.41883786,24.93303817,0.430428365,213884682.4
India,2005,Solar,59083.45427,5046.898673,5287566835,1334052624,7.76927E+13,574751.9302,3933.368354,14956.4508,964692.6079,56068,1,2872592759,1,23.15999929,2743.981703,213.4487403,3.011869991,20.72954366,41.08230811,0.128617909,811127620.3
Japan,2016,Hydro,88324.13149,514.3905018,214018771.3,1081465466,3.592E+12,574120.3161,15138.16152,21702.98826,46324.48875,404550,1,1942345699,0,24.30177495,1497.222724,280.1691452,1.623998131,12.80680922,3.794302048,0.470404743,739577121.4
India,2012,Wind,66324.75813,4730.126998,8400838588,606530980,1.31738E+14,48778.37909,33297.73547,79061.44391,62295.57232,748241,0,9038214416,1,12.90183396,1703.244897,188.3780655,13.43417211,98.44849774,7.69192578,0.40447928,951665735.5
Japan,2014,Solar,57708.76528,3321.283226,5820353944,216559393,2.30605E+13,561199.8796,16181.93916,23047.85969,236852.1211,234759,0,9094615199,1,33.34514845,2926.414445,113.2704092,14.4924947,80.40028315,24.78442658,0.330013939,421152687.7
Germany,2010,Hydro,9639.184225,29672.82395,3750765051,892187891,2.95585E+13,535204.3699,21589.05028,45881.80712,357693.9847,779664,0,3847109114,1,33.47750823,2050.377337,185.8308161,2.032611919,1.521272541,73.8679264,0.192152884,465771775
Japan,2020,Geothermal,41980.71094,19808.06389,5144289329,1456676080,1.49656E+14,566973.0244,74168.43381,84386.0114,974803.8947,207287,0,7576630273,0,-8.042860824,2106.213793,160.9654145,3.559837703,14.24302718,90.30336777,0.289561144,286236669.9
USA,2006,Hydro,68499.81375,6092.427034,4194602137,1481277012,1.4312E+14,635000.057,76847.50798,35939.73192,94384.05468,497075,1,8055059596,1,37.31880251,806.6296447,154.5606694,3.766899531,88.55416824,44.83274681,0.24786721,639485809.3
Brazil,2016,Wind,95393.82095,5312.371075,2904159197,498834167,7.54392E+13,733375.9223,46167.34548,10781.35351,874077.0642,586828,1,912157967.2,1,39.58265329,2471.95522,226.2858689,3.389850732,21.42432956,77.17398887,0.090685276,371442829.5
Russia,2019,Geothermal,65058.46449,18993.46585,2670432765,1478224713,9.32941E+13,573560.438,22552.44009,98601.64134,882051.9932,102243,1,5326924847,1,1.768346141,1809.018154,231.5316069,11.97994495,19.43779455,74.042543,0.327232771,204495025.6
Japan,2011,Hydro,71530.70708,34002.38012,145821933.2,1079733128,1.25294E+14,301920.6863,6355.575225,57731.77195,500737.8873,390981,1,877308469.4,0,-7.880825255,2547.205365,151.6218718,3.247607944,69.01516637,15.42755597,0.297733499,497125678
Japan,2006,Wind,27250.40304,48542.3348,340798056.9,496073553,1.23359E+14,648044.9993,58361.27979,62535.697,562035.6992,675302,0,8310090039,1,25.85793483,1622.689579,119.0255719,3.318039621,31.52463983,96.47106191,0.442005999,965486351.6
Australia,2020,Hydro,49566.20622,14734.92299,7653254567,1211946810,6.62623E+13,444859.8679,77203.67004,49770.96311,401239.7557,680475,0,6202919440,1,34.52578826,2726.389189,169.2238311,11.84789581,77.24520501,74.76491715,0.177072205,984870853.4
USA,2013,Hydro,45154.4478,6507.216109,3255676909,413336779,1.19713E+14,918963.1307,21294.19423,35268.90135,192719.9744,784783,1,2253650050,1,33.80963485,1222.362987,222.2960508,6.70209169,68.65044367,82.10788084,0.325884012,591381782.4
Germany,2012,Biomass,38461.93927,44348.41264,5327883970,730701128,1.19442E+14,66552.99042,22603.94039,21452.88022,615020.976,205486,1,9730348793,0,-6.259641274,1343.95344,171.8429383,0.160956827,49.40954723,49.89273413,0.134248324,772767437.2
Russia,2002,Hydro,97323.33437,12159.30186,3898664849,607587903,1.29928E+14,940199.0652,17028.03344,16844.29688,845562.0137,801556,1,8802430133,1,32.56652679,2617.952758,194.6100268,1.533746208,82.81396156,39.26514866,0.382958803,796878706.3
Japan,2016,Hydro,14821.73549,23899.35841,2620553136,1282300303,1.86678E+14,229332.4772,75928.66432,26135.13721,359996.6595,7470,1,1853639586,1,21.3038089,397.9789674,237.1488501,2.264993502,33.39484248,89.46700687,0.358580758,203116954.8
USA,2009,Biomass,21619.71884,39565.16227,8970651641,833807770,1.70216E+14,486521.0598,63889.00375,13027.56778,533463.7342,88213,0,7135730687,0,0.861851447,2784.547754,159.9872675,11.37320316,58.78686958,34.00935887,0.080514387,914590922.5
Japan,2008,Hydro,67131.95233,20357.63749,5523580040,6344510,1.16587E+14,54833.84749,64637.65326,55111.22549,141694.7475,191970,1,6720798554,0,24.76925597,948.6460067,100.302793,12.7065134,8.146648156,51.53076462,0.375982727,139056600.4
Germany,2023,Solar,32778.94197,11813.39315,3085532560,1229677731,1.04271E+14,144271.0547,74053.74498,80061.4649,194208.3101,258705,1,399246668.8,0,30.24630302,2970.225331,222.0037195,10.65285731,18.65944793,18.99350275,0.363259825,578313898
China,2008,Biomass,59880.85347,34523.55929,5984944996,893826096,1.944E+14,532145.6474,3948.325893,1104.465182,783558.2448,636272,1,7523330839,1,24.84120072,2504.237317,234.7312662,2.745494152,81.43799875,3.030076379,0.351405214,680414370
Germany,2019,Geothermal,66246.21113,13448.82477,1457355508,1257286094,6.06831E+13,754673.6912,7902.541247,42659.46291,720924.6973,596039,1,887149734.7,1,36.97770206,1795.426995,196.5561608,9.300259121,8.208376572,60.78631748,0.434108812,901810813.1
Australia,2015,Solar,60764.17075,42532.60311,3858092761,877600613,6.21324E+13,340590.5055,40255.51087,9798.779602,656115.5496,246136,1,4172291886,0,6.106108601,2961.411849,164.0621631,7.065228139,50.95108351,51.87950938,0.302774521,819557067.2
USA,2005,Hydro,69304.448,20809.83349,3301176595,1349432506,1.14747E+14,877703.6386,17956.65581,39537.01645,140838.4403,60567,0,2139427902,0,15.53764227,2542.027774,278.4947947,5.037728609,68.59768234,2.783548994,0.24771237,908792145.7
Canada,2013,Wind,11848.8181,1503.40241,1135456329,631110607,1.65425E+14,336796.455,79110.58454,84369.71579,295590.6943,924838,1,9706898148,0,17.31273465,626.2697518,286.9571754,12.14711091,70.59129668,7.790271036,0.115387227,788411039.7
China,2018,Wind,17128.43773,48051.48311,8520565111,336891958,1.19106E+13,979920.0206,59215.71283,31823.55978,132605.5312,174973,0,5213020245,0,31.6529273,2095.790425,271.5943342,8.025553313,58.25533492,23.62074597,0.312775812,623054701.7
India,2020,Solar,91155.05285,9335.161566,20498460.75,986324283,1.83994E+14,408881.8443,87084.65356,91684.7357,623213.9435,215848,1,5241170189,1,5.188044725,847.2810717,184.5340508,4.194875459,12.81835319,31.09743669,0.496335181,252813338.2
Canada,2018,Solar,67974.77984,1027.472937,8102781607,987985477,3.61563E+13,276449.6419,3619.642818,51606.12302,603402.5909,242154,1,2678845170,1,24.61217322,1307.823692,297.2544004,14.1180778,47.64603113,51.7644937,0.176585587,830302029.5
Japan,2011,Solar,82423.98564,21011.32879,2766913447,903082991,1.83937E+14,833288.4537,63271.49886,29120.80249,824061.7549,825486,0,9148671899,1,-2.962381223,487.7990623,288.618561,3.538479054,64.31078025,16.90287555,0.280466706,168388281
India,2003,Geothermal,29800.6592,33181.76598,6730836659,1090378010,1.57805E+14,304235.9475,12770.86333,24398.46754,134620.1702,775998,1,9966502110,0,7.31923714,2008.195362,229.3230652,4.189409915,44.20165838,37.00208688,0.242401193,114716147.6
USA,2002,Hydro,7059.108927,33327.40863,7805136665,322282811,1.28271E+14,589216.3708,13386.73588,21469.33323,357959.314,429715,0,4883622577,1,-4.909430989,2231.945044,264.1720823,11.0581043,16.6468084,69.80008013,0.326999294,379218988.1
Australia,2015,Hydro,30718.68104,9506.237148,8396414497,1468952828,8.58824E+13,836155.1379,43604.80869,95567.00242,738853.2915,284055,1,932029563.4,1,-5.603654947,2307.067054,297.8032882,2.702156314,89.26477244,8.578473495,0.189417643,187098944.3
Australia,2011,Wind,70539.829,7540.054443,9734031095,943887560,1.78968E+14,122774.7024,31317.41097,51163.66645,227209.6526,703993,1,3157463745,1,17.43299168,1342.318802,126.1604608,2.758287275,81.24258822,92.59898633,0.344888479,284933052.7
Canada,2002,Wind,19363.09485,3316.730467,3846614710,321065419,1.43789E+13,820594.7404,40600.79373,74761.60822,695809.5053,322191,1,4436905572,1,33.03369445,2851.387827,103.1665337,8.053335875,3.581187302,40.93805644,0.130076229,895787037.3
Russia,2009,Solar,57269.55892,39720.19641,654446352.3,1318565679,5.63473E+13,73222.7404,86491.87098,29834.55675,410490.436,255569,1,3704116152,0,24.96163227,1667.865516,169.4284401,10.25493392,23.51405899,22.11235647,0.409275466,287863759.1
China,2022,Biomass,85075.04899,32468.09627,954334922.1,121045177,6.99822E+13,967662.3621,68679.11148,74055.21688,237901.6114,938418,1,7432898335,0,3.171689178,1480.249615,221.4254139,9.498772146,47.71882113,99.05986848,0.335541542,705452516.4
Brazil,2020,Solar,34994.2156,11304.32502,4535036888,386610007,1.749E+14,87499.79706,53396.23288,94977.84967,454165.2935,550007,1,8798554433,1,29.74826988,2015.824763,245.3345958,13.88128822,25.1278832,2.170351142,0.27111134,668018004.9
Japan,2001,Hydro,79333.2201,23873.00293,8743213683,183134556,2.98871E+13,392197.788,94127.8798,34181.49203,694123.9068,793658,0,7850925815,0,-1.712702571,2421.573237,123.1625022,7.107886672,43.44432507,1.109604395,0.087525877,279187351.6
Brazil,2011,Solar,57369.69833,9832.415344,8157508078,5020966,3.12834E+13,888904.1436,98037.38115,71978.68768,71384.67973,373592,0,5543307250,0,30.70782821,946.3950779,144.010203,6.696820323,4.776206858,40.41856577,0.413611904,624718731.6
Brazil,2006,Solar,52145.38235,12496.78061,6970925161,1281366407,1.13492E+14,972599.8991,63743.67364,42653.76538,556939.4622,963193,0,4248156468,0,17.14326768,1002.743518,181.752761,5.858682169,65.09656115,81.39236986,0.491448604,371723753.8
USA,2019,Geothermal,49256.76347,12091.13491,3196415071,1084564560,1.42337E+14,569506.1167,98150.41219,38693.60738,358391.0878,463381,0,2662552301,1,32.65033595,313.7156369,259.8142345,6.75924932,30.16643835,4.995421399,0.30788125,93612466.79
Australia,2019,Hydro,58587.62155,1709.842381,4475583460,151087195,1.19921E+13,154071.1355,59439.23799,20564.48399,528466.8722,574356,0,3427816365,0,10.76701209,1514.550149,226.8034035,9.42546746,94.34836784,46.66962108,0.119378281,273248046.8
Russia,2007,Solar,3356.551171,37685.8205,7952589627,1157507589,5.57135E+13,689426.7486,87733.82801,77805.50663,958319.1525,340737,0,6987126435,1,2.211983241,342.1466753,119.8475183,10.49861427,15.36267998,44.53567866,0.209827387,455983501.9
Russia,2000,Biomass,85582.34297,38930.00755,6617220519,1435014341,6.21387E+13,819444.5981,61865.8236,86374.77039,160229.2671,839982,0,2622333348,0,16.86861618,1269.000045,129.3998531,12.00776914,45.20707828,39.09403196,0.188932532,7524405.655
China,2022,Wind,95373.19457,3655.737495,6158951744,792036726,5.83117E+12,306317.1558,85240.07604,81882.98229,613476.0847,81811,0,9168463534,1,-2.361005141,1462.312742,276.4874619,12.54249661,28.4849738,41.90163289,0.179097431,740482762.5
Canada,2003,Geothermal,6652.717922,34392.9974,9954945408,1015802428,2.53331E+13,840451.2981,95397.00056,47267.90268,160632.9981,276684,0,124900465.8,0,39.71826614,1842.945897,147.0567076,10.45524968,7.022584805,90.32180204,0.32910456,641317207.1
Russia,2000,Wind,83003.67399,623.6710115,2273877015,720574396,1.9175E+14,252141.051,92362.21714,88740.93909,452966.0485,683138,0,3639442277,1,15.61892379,602.9333758,123.7923094,6.444352047,97.26846609,17.66742356,0.308264236,304875611.5
Japan,2016,Solar,29690.34651,39267.78847,8599906624,1279932204,3.27899E+13,744918.8777,46274.95006,5070.033436,938618.1547,538597,1,6711528735,1,-1.891749377,189.6898524,198.1796096,5.787977252,18.40292805,99.89112372,0.171316323,591809781
Canada,2000,Wind,83527.4597,8560.005108,6280398636,989525587,1.75411E+14,741473.5986,21139.63071,50102.25101,257133.1897,731453,1,4747864184,0,24.93506707,2688.30789,183.3733769,0.80659251,27.97493859,25.74627775,0.225521361,431280365.2
India,2011,Wind,77578.4986,11103.89975,4986155791,174369431,1.48542E+14,250821.037,54357.38732,87867.0049,322739.5762,68390,1,5652939496,0,3.588521808,169.7574563,178.2868064,3.142602235,86.88075669,65.94897471,0.294631263,408998608.6
Brazil,2005,Solar,44304.04761,40078.67241,5028950441,36635132,1.30972E+13,525393.4348,62173.32801,71249.56077,922627.4193,375648,1,928862260.5,0,16.55262171,2746.530353,267.1739353,13.1754713,32.95628271,82.57629764,0.47814613,136487498.5
Russia,2022,Solar,54476.21224,1351.682833,5865403405,206219721,1.40455E+14,206929.6367,46120.14076,18800.73267,548557.0411,302444,1,6665215313,1,32.1475321,133.889413,128.5025249,12.7894754,35.45120398,9.847381536,0.134796566,711643225.3
Russia,2008,Hydro,93036.27766,26794.05891,4910764709,765481753,9.23158E+13,761260.3414,9856.237663,2091.956703,655645.4567,932998,1,1089179967,1,29.53810716,1962.259256,269.0041827,12.30826362,55.6945872,97.62864487,0.100777844,984086703.9
Canada,2010,Solar,9645.200645,41437.24113,2045486081,1389567455,3.27922E+13,373724.183,73679.61843,44990.37777,376528.9319,149280,1,1135221574,1,3.730359173,2563.880127,253.6220523,3.846831065,64.48464907,45.00246098,0.31537363,52727634.97
Brazil,2015,Geothermal,44638.02317,11065.54681,3734797372,1350496,7.27239E+12,225499.5004,34745.32818,23861.28091,62489.1911,675982,1,8101458733,0,-0.441128772,1829.102184,151.5527957,0.387733666,53.30412769,41.9235883,0.235290417,387540668.5
Australia,2018,Hydro,47184.9493,8674.806429,2543032969,1267904085,1.86762E+14,215150.4135,64846.32829,26983.97839,439541.1077,748049,0,3556890665,1,9.794311096,2389.962919,148.4910477,14.06509584,83.4377881,52.27775732,0.483043718,971036730.4
France,2016,Biomass,48442.60488,7264.726439,2127113845,1137078030,1.17908E+14,613734.8728,68540.94173,71508.91544,493501.5149,667668,1,8594534817,0,32.37921912,2134.025634,100.9218095,13.99659726,48.07839867,35.78511258,0.182239492,709649665.6
Japan,2004,Hydro,34898.43625,32027.01371,8021929483,589188532,1.69179E+13,917902.3446,19873.47962,79040.41808,504298.1011,14965,0,4518720807,1,34.38131826,512.1047578,169.0044581,4.203417974,6.648126352,54.74528706,0.21831298,991136766.7
